"Country Name","Country Code","Year","average_value_Adjusted net enrollment rate, primary, female (% of primary school age children)","average_value_Adjusted net enrollment rate, primary, male (% of primary school age children)","average_value_Adolescent fertility rate (births per 1,000 women ages 15-19)","average_value_Births attended by skilled health staff (% of total)","average_value_Children out of school, primary, female","average_value_Children out of school, primary, male","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","average_value_Fertility rate, total (births per woman)","average_value_Life expectancy at birth, female (years)","average_value_Life expectancy at birth, male (years)","average_value_Mortality rate, adult, female (per 1,000 female adults)","average_value_Mortality rate, adult, male (per 1,000 male adults)","average_value_Persistence to last grade of primary, female (% of cohort)","average_value_Persistence to last grade of primary, male (% of cohort)","average_value_Primary education, teachers (% female)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Repeaters, primary, female (% of female enrollment)","average_value_Repeaters, primary, male (% of male enrollment)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, general pupils (% female)","average_value_Secondary education, pupils (% female)","average_value_Secondary education, teachers (% female)","average_value_Secondary education, vocational pupils (% female)","average_value_Survival to age 65, female (% of cohort)","average_value_Survival to age 65, male (% of cohort)","average_value_Trained teachers in primary education, female (% of female teachers)","average_value_Trained teachers in primary education, male (% of male teachers)"
"Lower middle income","LMC","1980","","","109.75019132665","","37400000","20900000","","","","","","","","","","","","","","","","","","","5.19183712159977","56.6686083615241","54.2813021853286","250.949923335494","302.378018775407","53.35532","55.20463","38.93341","","","9.53408","10.25725","23.61031","","38.17338","","5.25036001205444","8.10861968994141","37.04465","37.1146","41.08853","38.25159","55.1528754778925","48.9687400479859","",""
"Morocco","MAR","2004","84.14041","89.25044","34.6804","62.6","298839","212382","","","","","","","","","","","","","","","","","","","2.598","72.436","69.632","107.571","137.446","69.947380065918","75.1293792724609","45.0280914306641","","","10.96631","15.17231","44.1940498352051","","52.7830581665039","","10.0411500930786","12.0739297866821","45.20137","44.82696","33.2858390808105","39.06607","80.5865288","75.6044118","",""
"Maldives","MDV","2005","","","18.033","91.6","","","","","","","","","","","","","","","","","","","","","2.279","74.894","72.571","81.732","107.305","","","66.2387237548828","97.86833","92.33064","4.46742","5.84321","","","","","","","51.94521","","","","82.6762354","78.9801764","66.2650604248047","60.4316482543945"
"Mexico","MEX","1967","","","116.91","","","","","","","","","","","","","","","","","","","","","","6.764","62.355","58.053","221.727","293.321","","","","","","","","","","","","","","","","","","61.85103","53.519487","",""
"Mexico","MEX","1985","","","92.2396","","","","","","","","","","","","","","","","","","","","","","4.026","72.148","65.599","137.317","242.548","","","","","","","","53.4570083618164","","60.365478515625","","","","45.13748","47.12839","","59.75568","76.1851672","63.8502738","",""
"Mali","MLI","2005","50.07308","63.07567","185.7866","","502458","380465","","","","","","","","","","","","","","","","","","","6.794","52.683","51.429","293.2","311.605","70.6506576538086","75.6911163330078","26.4193897247314","70.83998","85.43639","18.87937","18.35717","19.6370296478271","","31.8575992584229","","","","37.15215","37.47824","","40.47303","50.1534934","47.5883294","",""
"Malta","MLT","2007","","","18.031","99.8","","","","","","","","","57.952278137207","67.3175277709961","62.5391693115234","13.1536302566528","21.9941291809082","17.4835090637207","10.4103202819824","12.0242099761963","11.2007703781128","18.6603298187256","27.6441402435303","23.0604000091553","1.35","82.2","77.5","42.081","73.956","96.995849609375","92.903938293457","86.9090881347656","99.56507","100","1.76062","1.98782","97.6976470947266","","102.060401916504","","39.5577392578125","27.929370880127","49.37547","47.50513","59.9549407958984","35.72241","92.315299","87.638294","",""
"Myanmar","MMR","1974","56.11856","61.49773","87.0542","","908979","778336","","","","","","","","","","","","","","","","","","","5.576","53.655","47.522","306.485","383.862","","","","","","20.83471","20.08018","","","","","","","41.4708","","","","48.1015384","35.8837486","",""
"Middle East & North Africa (excluding high income)","MNA","1978","","","112.729812056308","","4424834","1927600","","","","","","","","","","","","","","","","","","","6.34869655260253","58.7790636587453","55.5884458278026","221.994732630537","294.681618613923","74.46026","82.75766","45.5834","70.55347","72.09305","10.85598","12.92691","29.32228","28.50828","50.29453","40.47079","6.02051019668579","12.4441003799438","35.91829","35.62758","32.73536","33.2202","59.1299091254947","51.6070887569302","",""
"Mozambique","MOZ","2003","","","179.1288","47.7","","","","","","","","","","","","","","","","","","","","","5.768","51.956","47.739","409.114","464.228","","","","","","","","","","","","0.600220024585724","1.36105000972748","","","","","43.4028232","33.8037208","",""
"Mauritania","MRT","2000","59.07196","61.04315","96.4362","","86316","84871","","","","","","","","","","","","","","","","","","","5.413","62.493","58.864","204.8","255","","","24.7313194274902","","","","","15.0623598098755","","20.4718704223633","","","","41.92359","41.66082","10.3531303405762","32.70978","63.7757326","56.3008524","",""
"Malawi","MWI","1971","","","196.203","","","","","","","","","","","","","","","","","","","","","","7.345","40.546","39.909","364.636","415.056","","","","","","","","","","","","","","","","","","35.3825034","32.732517","",""
"Namibia","NAM","1977","","","116.59","","","","","","","","","","","","","","","","","","","","","","6.513","59.22","53.534","264.951","349.095","","","","","","","","","","","","","","","","","","58.394642","46.412076","",""
"New Caledonia","NCL","2009","","","19.6136","","","","","","","","","","","","","","","","","","","","","","2.2","79.9","74.2","67.514","119.897","","","","","","","","","","","","","","","","","","88.2538864","79.121925","",""
"Nicaragua","NIC","2019","","","81.6196","","","","","","","","","","","","","","","","","","","","","","2.377","77.982","70.944","101.226","198.33","","","","","","","","","","","","","","","","","","83.608194","71.9318848","",""
"Netherlands","NLD","2003","","","6.7676","100","","","","","","","","","","","","","","","","","","","","","1.75","80.9","76.2","66.203","93.558","","","","","","","","119.966926574707","88.55526","121.749580383301","87.71617","57.9497718811035","53.6173095703125","49.36601","48.55042","42.7807884216309","47.00783","89.7816432","85.0441408","",""
"Panama","PAN","1999","92.78902","93.45321","92.2566","90.1","11736","11032","","","","","","","","","","","","","","","","","","","2.767","77.449","72.47","90.07","160.167","90.5128479003906","89.8092422485352","74.8423919677734","","","5.21511","7.43302","66.8808135986328","60.00137","62.0202293395996","54.28208","47.2848205566406","29.4880409240723","50.38415","50.77858","55.4381103515625","51.27924","84.3420002","75.4363054","76.5649871826172","86.1514129638672"
"Philippines","PHL","2002","91.35792","88.90551","53.872","","438620","628038","","","","","","","","","","","","","","","","","","","3.712","72.446","65.515","155.933","270.439","78.5019226074219","68.8088607788086","87.2521896362305","97.01086","98.90392","1.57375","2.91386","83.2882919311523","59.92832","75.2639923095703","49.55082","34.1862716674805","26.320930480957","51.4491","51.4491","76.3617782592773","","78.122713","62.98596","",""
"Poland","POL","2008","93.55424","93.48548","15.6194","99.4","71954","74744","","","","","","","75.5765991210938","82.6541519165039","78.8859786987305","23.3461093902588","17.6175193786621","20.6674900054932","18.7911205291748","15.9463195800781","17.4609298706055","75.5043029785156","82.6376876831055","78.8397903442383","1.39","80","71.3","76.953","201.651","97.749153137207","97.3762893676758","83.7876815795898","98.69157","100","0.81515","1.52305","96.8902206420898","92.28063","97.3969802856445","90.29864","82.7666931152344","58.2478485107422","52.87195","48.6172","69.7871932983398","36.58854","87.8217216","71.3893832","",""
"Korea, Dem. People's Rep.","PRK","2011","","","0.372","","","","","","","","","","","","","","","","","","","","","","1.934","73.307","66.402","109.774","181.089","","","","","","","","","","","","","","","","","","79.960604","67.4292912","",""
"Korea, Dem. People's Rep.","PRK","2015","","","0.2934","","","","","","","","","","","","","","","","","","","","","","1.922","74.861","67.838","100.544","168.812","","","","","","","","92.8659820556641","","91.706672668457","","19.8523597717285","36.0283813476563","49.14544","49.14544","45.4757614135742","","81.7355212","69.5286888","",""
"Portugal","PRT","1975","","","35.8132","","","","","","","","","","","","","","","","","","","","","","2.75","72.1","64.7","105.825","222.003","","","81.940559387207","93.9666","100","18.40256","22.20464","49.7631683349609","","52.3880882263184","","7.62462997436523","9.98418998718262","53.16854","48.10032","55.590950012207","40.81226","81.0676002","66.8610992","",""
"Portugal","PRT","1990","","","24.2974","","","","","","","","","","","","","","","","","","","","","","1.56","77.5","70.6","79.3","174.691","","","","","","11.98392","16.18839","60.0074195861816","","59.6997909545898","","","","49.81608","49.3419","","33.0904","87.1492212","73.8872406","",""
"Pacific island small states","PSS","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Qatar","QAT","1979","93.31216","98.36329","76.5394","","737","183","","","","","","","","","","","","","","","","","","","5.94","73.876","71.413","99.855","113.019","91.7076416015625","86.9632034301758","59.7904014587402","99.25424","95.74022","11.98628","14.18511","69.9026870727539","","60.7806396484375","","","","48.13178","47.29301","48.5973587036133","24.8927","78.3339522","76.6733248","",""
"Saudi Arabia","SAU","2005","","","15.8942","96","","","","","","","","","","","","","","","","","","","","","3.417","74.881","71.883","90.469","112.826","","","52.2086601257324","","","5.20658","4.91054","84.7573318481445","","90.0693283081055","","35.5529899597168","23.9491596221924","49.31344","48.0026","52.6259002685547","9.36113","83.0886182","78.2055456","",""
"Senegal","SEN","2005","64.00654","65.44789","96.2328","51.9","322162","314986","","","","","","","","","","","","","","","","","","","5.149","62.094","59.081","209.91","265.637","53.143871307373","53.8051986694336","25.147159576416","61.65403","67.02198","11.80566","11.9022","19.14501953125","17.09932","25.641450881958","22.50532","","","42.48803","42.45662","14.1353797912598","39.86417","64.3152686","57.050471","41.6752700805664","47.0490684509277"
"South Sudan","SSD","1994","","","133.5602","","","","","","","","","","","","","","","","","","","","","","6.601","47.647","44.913","366.594","416.961","","","","","","","","","","","","","","","","","","41.4399016","36.2971952","",""
"Slovenia","SVN","1992","","","19.522","99.9","","","","","","","","","","","","","","","","","","","","","1.33","77.3","69.5","85.952","203.582","","","","","","","","","","","","27.7174205780029","24.4323501586914","","","","49.30992","86.131443","69.103243","",""
"Togo","TGO","1998","","","96.2936","50.5","","","","","","","","","","","","","","","","","","","","","5.515","54.488","52.93","312.416","345.969","","","12.1207504272461","","","","","","","","","1.10006999969482","5.51913022994995","28.50598","","","","50.546184","46.3058184","",""
"Thailand","THA","1993","","","49.3276","","","","","","","","","","","","","","","","","","","","","","1.956","73.823","66.815","133.499","242.231","","","","","","","","37.1032791137695","","38.0101585388184","","20.4596195220947","17.9704208374023","49.50601","48.70455","","44.64605","78.7028784","65.6088252","",""
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1995","","","86.6683033359215","","2660062","2095469","","","","","","","","","","","","","","","","","","","2.96466808278041","73.0902182533382","66.7583276526834","129.788743885385","233.191918637034","76.71783","71.75809","78.9649","89.56406","92.29007","11.6725","13.54554","81.8076","","76.55139","","19.4577407836914","18.421049118042","50.85484","51.25128","62.37301","54.10231","77.999255924272","65.9572693389519","",""
"Middle East & North Africa (IDA & IBRD countries)","TMN","1991","","","66.9283390537893","","3633007","1717924","","","","","","","","","","","","","","","","","","","4.63663846036797","67.7092096948711","63.881678497994","156.855759156627","223.097248533389","84.29052","87.00718","51.07478","85.56269","90.06432","7.68834","11.03188","48.2434","44.53185","63.86465","54.26771","9.52538013458252","14.7948503494263","42.26603","41.86395","38.92217","38.58868","72.0194683486731","64.0692613569252","",""
"Tonga","TON","1975","97.33629","97.24708","30.811","","216","240","","","","","","","","","","","","","","","","","","","5.426","66.133","65.153","202.296","235.619","","","53.4883689880371","","","","","79.7845993041992","","78.5570907592773","","","","48.93776","48.2953","","37.98799","67.3961588","62.2532616","",""
"Trinidad and Tobago","TTO","2018","","","29.3338","","","","","","","","","","","","","","","","","","","","","","1.725","76.092","70.751","108.616","186.336","","","","","","","","","","","","","","","","","","82.067952","71.4112882","",""
"Uganda","UGA","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"World","WLD","1992","","","64.6524816678988","","63800000","41500000","","","","","","","","","","","","","","","","","","","3.07154790713298","68.1261671705609","63.5939231080776","153.853431425744","224.421748288227","75.19676","74.85917","56.84393","81.69642","83.64376","5.75608","6.87046","49.47493","","57.84781","","13.4323501586914","14.6148300170898","45.06914","44.94851","49.11281","44.04447","72.8831626447292","63.5563583899299","",""
"World","WLD","2001","","","54.7733588716047","","54600000","40500000","","","","","","","","","","","","","","","","","","","2.66634821840589","70.1111239298888","65.7039625867275","146.386365598438","211.94454323403","78.61979","76.71229","59.80332","88.62734","89.59834","4.7961","5.26644","57.83647","53.60913","62.73735","57.39193","20.1122398376465","20.154390335083","46.88044","46.67399","51.94843","44.80934","75.2705051037588","66.7485191212339","",""
"Kosovo","XKX","2011","","","","","","","","","","","","","","","","","","","","","","","","","2.24","72.8","68.2","","","","","","","","","","","","","","","","","","","","","","",""
"Yemen, Rep.","YEM","1992","","","146.24","15.9","","","","","","","","","","","","","","","","","","","","","8.272","59.553","56.441","241.478","293.723","","","","","","","","","","","","1.64154994487762","7.8682599067688","","","","","58.830057","52.026798","",""
"Zimbabwe","ZWE","2007","","","111.091","","","","","","","","","","","","","","","","","","","","","","3.873","46.603","43.276","613.239","661.877","","","","","","","","","","","","","","","","","","26.104229","18.53528","",""
"Afghanistan","AFG","1990","","","162.8354","","","","","","","","","","","","","","","","","","","","","","7.466","51.442","49.281","348.006","396.086","","","58.7448692321777","","","","","","","","","1.40605998039246","2.96305990219116","","","44.4399108886719","","45.8118288","40.3787462","",""
"Afghanistan","AFG","1994","","","164.4486","","","","","","","","","","","","","","","","","","","","","","7.572","54.012","51.746","320.987","368.125","","","37.6813812255859","","","","","9.16950988769531","","32.5815505981445","","","","20.34748","20.34748","34.4312705993652","","49.44363","43.8085018","",""
"Africa Western and Central","AFW","1969","","","172.026084825059","","","","","","","","","","","","","","","","","","","","","","6.61713746471193","42.1625457899585","39.7129555457328","409.379087258433","465.492142457314","","","","","","","","","","","","","","","","","","34.7159431068734","29.5680418164255","",""
"Africa Western and Central","AFW","1989","","","156.266616582237","","","","","","","","","","","","","","","","","","","","","","6.57013989386995","50.0408229979297","47.4372496622653","327.15780422337","379.91126416239","","","","","","","","","","","","","","","","","","45.6501188070579","39.837653000573","",""
"Angola","AGO","1973","","","224.736","","","","","","","","","","","","","","","","","","","","","","7.498","43.449","40.716","440.734","503.498","","","","","","","","","","","","","","","","","","35.9742048","30.4439052","",""
"Antigua and Barbuda","ATG","1989","","","78.7012","","","","","","","","","","","","","","","","","","","","","","2.064","73.025","69.427","156.901","202.274","","","","","","","","","","","","","","","","","","80.6382194","69.8582658","",""
"Belgium","BEL","2008","98.06133","97.62989","9.2298","","4197","4406","","","","","","","75.1468124389648","81.7366027832031","78.3239135742188","29.0378494262695","29.7625293731689","29.3872299194336","27.0722198486328","27.7624206542969","27.4049797058105","57.6325607299805","63.422779083252","60.4241600036621","1.85","82.6","76.9","61.626","111.631","","","80.3046875","","","3.27374","3.50014","169.815887451172","95.14791","148.139053344727","94.14133","69.4741134643555","54.9364318847656","51.22441","52.33245","","53.04006","90.48243","83.359634","",""
"Belize","BLZ","2012","","","72.679","","","","","","","","","","","","","","","","","","","","","","2.588","75.683","70.637","136.27","226.67","91.367073059082","90.4905776977539","72.123893737793","95.30847","95.21656","6.23636","8.87425","79.4963912963867","68.82564","77.1429824829102","66.08784","30.2955703735352","18.3251895904541","50.9281","50.66825","61.3912200927734","45.5814","79.893484","69.677718","56.1070785522461","49.7835502624512"
"Bermuda","BMU","1978","77.90805","80.89888","","","716","629","","","","","","","","","","","","","","","","","","","","","","","","","","86.520378112793","","","","","94.3311386108398","65.60664","86.453369140625","60.14295","","","51.79351","51.79351","51.237621307373","","","","",""
"Botswana","BWA","1972","51.34131","42.32077","156.218","","32214","38160","","","","","","","","","","","","","","","","","","","6.582","58.025","51.677","279.6","340.775","","","56.2626686096191","","","0.93843","0.8157","8.88782978057861","7.19377","10.6660404205322","8.08881","0.205689996480942","0.535440027713776","47.07045","46.44892","35.3556518554688","44.32863","55.020765","40.994434","",""
"Botswana","BWA","1999","87.06785","83.37816","62.8938","","18778","24475","","","","","","","","","","","","","","","","","","","3.371","53.972","48.657","491.194","605.413","85.5460433959961","78.6438293457031","81.2301330566406","96.06118","96.84041","2.73276","3.87975","80.6741714477539","60.63979","76.3544692993164","52.63121","6.09997987747192","6.9778299331665","52.46398","51.44356","45.3288307189941","35.70611","41.0874034","27.9720032","92.2839202880859","81.4088287353516"
"Channel Islands","CHI","1968","","","24.9498","","","","","","","","","","","","","","","","","","","","","","2.318","74.729","68.495","100.55","173.796","","","","","","","","","","","","","","","","","","82.781353","70.9615306","",""
"Cote d'Ivoire","CIV","1993","","","146.1112","","","","","","","","","","","","","","","","","","","","","","6.374","54.414","50.775","343.424","397.332","","","19.2855606079102","62.87894","69.02335","26.34491","26.85244","","","","","","","32.78883","","","","48.9756324","41.6697442","",""
"Curacao","CUW","1965","","","91.2948","","","","","","","","","","","","","","","","","","","","","","","","","170.219","232.195","","","","","","","","","","","","","","","","","","71.917715","64.5909014","",""
"Germany","DEU","1971","","","43.654","","","","","","","","","","","","","","","","","","","","","","1.92","73.856","67.778","","","","","","","","","","","","","","","","","","","","81.8495406","69.006724","",""
"Djibouti","DJI","1972","","","53.446","","","","","","","","","","","","","","","","","","","","","","6.83","51.928","48.975","314.483","368.952","","","35.9649085998535","52.53165","44.26667","10.45109","10.06555","","","","","","","37.39456","","49.2857093811035","","48.177299","42.320975","",""
"Denmark","DNK","2002","","","6.618","98.8","","","","","","","","","","","","","","","","","","","","","1.72","79.2","74.7","75.793","124.075","","","","","","0","0","129.352066040039","92.53573","123.303680419922","89.63972","73.9575500488281","53.338020324707","51.80385","50.04821","","45.32223","87.765109","81.149543","",""
"Algeria","DZA","2007","94.94972","96.79279","9.687","","92229","61099","","","","","","","","","","","","","","","","","","","2.649","75.215","72.702","97.069","122.997","94.6923904418945","91.3434829711914","52.9696998596191","95.98997","97.14276","8.23075","13.5684","73.1196136474609","","67.6172103881836","","27.5612106323242","19.7754096984863","52.45119","50.96425","","34.37899","82.84828","78.461919","98.1626968383789","99.6414184570313"
"Algeria","DZA","2010","","","10.8084","","","","","","","","","","","","","","","","","","","","","","2.86","76.152","73.766","91.882","116.385","95.1325531005859","94.0105514526367","52.5367317199707","97.06229","100","5.59483","9.15963","98.6929626464844","","95.2482299804688","","35.421070098877","24.5324192047119","51.38993","49.92082","","33.95447","83.8119394","79.650786","",""
"East Asia & Pacific (excluding high income)","EAP","1960","","","75.3281692293811","","","","","","","","","","","","","","","","","","","","","","5.82628504592198","47.4014193682061","44.0058797967344","369.566875996818","461.690929406458","","","","","","","","","","","","","","","","","","39.8457371010917","30.2631155481614","",""
"Euro area","EMU","2019","","","6.33909185061587","","106727","134552","","","","","","","","","","","","","","","","","","","1.50682490049275","84.6122914038901","79.5950495842493","","","","","85.1812","","","","","108.3687","","108.8586","","81.5580062866211","69.1055679321289","","","63.4194","","93.0528703487177","86.69420548613","",""
"Eritrea","ERI","1995","32.80085","35.84559","102.7148","20.6","118796","114719","","","","","","","","","","","","","","","","","","","5.965","54.135","50.568","346.885","396.338","79.2927398681641","78.0223693847656","35.3573303222656","93.60907","93.76537","21.30375","17.00363","19.2640800476074","16.21153","26.7039699554443","18.18823","0.470490008592606","3.0279700756073","42.26817","41.85065","11.6096200942993","17.81701","48.427634","42.271801","",""
"Eritrea","ERI","1982","","","116.446","","","","","","","","","","","","","","","","","","","","","","6.693","48.845","45.598","372","420","","","","","","","","","","","","","","","","","","42.093415","36.554999","",""
"European Union","EUU","1962","","","32.5175729323733","","","","","","","","","","","","","","","","","","","","","","2.55514964070473","72.1175384007189","66.6595937857721","112.672377352183","195.924530062419","","","","","","","","","","","","","","","","","","79.7814131974931","67.5210311890674","",""
"Faroe Islands","FRO","1994","","","","","","","","","","","","","","","","","","","","","","","","","2.4","80.6","73.8","","","","","","","","","","","","","","","","","","","","","","",""
"Gabon","GAB","2017","","","96.227","","","","","","","","","","","","","","","","","","","","","","4.008","67.883","63.879","204.506","248.028","","","","","","","","","","","","","","","","","","71.235379","63.079658","",""
"Gambia, The","GMB","1961","","","219.7918","","","","","","","","","","","","","","","","","","","","","","6.228","33.58","31.131","510.903","575.67","","","","","","","","","","","","","","","","","","23.046936","18.4938506","",""
"Grenada","GRD","1992","","","83.455","","","","","","","","","","","","","","","","","","","","","","3.551","72.693","67.739","144.723","241.534","","","69.4618301391602","","","","","116.597961425781","","96.5414199829102","","","","54.30477","54.30477","","","77.43417","67.365823","",""
"Heavily indebted poor countries (HIPC)","HPC","2018","78.30287","82.65285","99.9113187610744","64.4029462578293","11900000","9817893","","","","","","","","","","","","","","","","","","","4.69865319338864","64.8891661614552","61.3788208051737","216.366833623057","271.441074931283","56.1251","50.69747","42.21145","","","8.67686","9.20593","38.10805","30.48065","44.63159","35.18121","7.34742021560669","10.3949003219604","45.89096","45.57916","25.63689","42.39084","66.0768403463516","58.7361431556745","77.7442321777344","74.5541076660156"
"IDA blend","IDB","1967","","","137.267085305012","","","","","","","","","","","","","","","","","","","","","","6.57763538809594","48.5152346391354","46.4081543410999","347.238317793505","383.566634956595","","","","","","","","","","","","","","","","","","43.2372913153527","39.0784482123021","",""
"IDA only","IDX","1970","","","151.178988555316","","18400000","13300000","","","","","","","","","","","","","","","","","","","6.79836422660786","46.020577410802","43.97282203142","357.221705252324","400.88204457859","","","26.57912","","","16.63165","16.18743","11.31705","","22.33489","","1.33887004852295","2.86766004562378","33.49172","33.38487","","31.22155","39.6232475995713","35.5836564145365","",""
"Iran, Islamic Rep.","IRN","1996","","","49.5732","","","","","","","","","","","","","","","","","","","","","","2.696","69.219","68.338","148.074","188.707","","","54.259880065918","","","","","","","","","12.9816904067993","21.2509307861328","","","","","74.299249","70.8743122","",""
"Jordan","JOR","1964","","","116.8166","","","","","","","","","","","","","","","","","","","","","","8.034","56.395","55.219","280.261","332.852","","","","","","","","","","","","","","","","","","53.8118056","48.742145","",""
"Kyrgyz Republic","KGZ","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kiribati","KIR","1983","","","52.2688","","","","","","","","","","","","","","","","","","","","","","4.988","59.002","54.806","256.288","326.015","","","49.6688690185547","17.81857","17.81116","2.65315","2.75243","21.0396003723145","","21.630090713501","","","","51.56556","49.18464","34.6153793334961","46.41638","57.4305372","48.4316896","",""
"Kiribati","KIR","2008","","","26.0172","65","","","","","","","","","","","","","","","","","","","","","3.872","68.838","61.613","170.215","249.584","","","81.5503921508789","","","","","91.4431076049805","","82.7162322998047","","","","51.20435","51.20435","47.7409591674805","","71.2665154","59.0446602","85.9315567016602","83.1932830810547"
